brand,perfume,notes
L Occitane en Provence,Violette Rose de Mai,"may rose, violet, geranium, sandalwood, musk, bergamot, mandarin orange, orange, cassis, rhubarb"
L Occitane en Provence,Ambre,"labdanum, amber, musk, patchouli, vanilla, bergamot, freesia"
L Occitane en Provence,Eau d Iparie,"myrhh, patchouli leaf , myrhh, musk, olibanum, moss, woodsy notes, rose, peony, pink pepper"
L Occitane en Provence,Eau des 4 Voleurs,"cloves, oregano, lavender, spices, green accord, patchouli, white woods, petitgrain, bergamot"
L Occitane en Provence,Jasmin Immortelle Neroli,"jasmine, immortelle, neroli, musk, woodsy notes, lemon, pink pepper"
L Occitane en Provence,Pamplemousse Rhubarb,"musk, lavender, woodsy notes, grapefruit, rhubarb"
L Occitane en Provence,Notre Flore Cedar,"tobacco leaf, caraway, tonka bean, grapefruit, cedar"
L Occitane en Provence,Notre Flore Iris,"iris, papyrus, tonka bean, pink pepper, violet, galbanum, bergamot"
L Occitane en Provence,Notre Flore Jasmin,"jasmine, orange blossom, lily-of-the-valley, cedar, musk, amber, bergamot, ivy"
L Occitane en Provence,Notre Flore Myrte,"myrtle, patchouli, blueberry, citruses, mandarin leaf"
L Occitane en Provence,Notre Flore Neroli,"litchi, orange blossom, sandalwood, plum, benzoin, neroli"
L Occitane en Provence,Immortelle de Corse,"rose, tea, white honey, musk, iris, benzoin, immortelle"
L Occitane en Provence,Jasmin d Egypte,"egyptian jasmine, orange blossom, lily-of-the-valley, amber, cedar, bergamot, ivy"
L Occitane en Provence,Labdanum de Seville,"french labdanum, benzoin, vanilla, citruses"
L Occitane en Provence,Mimosa de l Esterel,"mimosa, almond, violet leaf"
M Micallef,Akowa,"orange blossom, bergamot, cacao, amber, vetiver, white musk"
M Micallef,Aoud Gourmet,"patchouli, virginia cedar, nutmeg, cypriol oil or nagarmotha, musk, amber, cashmere wood, sandalwood, white honey, marzipan"
M Micallef,Arabian Diamond,"geranium, ylang-ylang, rose, lily-of-the-valley, agarwood (oud), musk, sandalwood, oak moss, virginia cedar, amber, resin, bergamot, star anise"
M Micallef,B by Micaleff,"jasmine, tuberose, bourbon vanilla, musk"
M Micallef,Cannes Croisette,"cedar, sandalwood, vanilla, white musk, plum, jasmine, ylang-ylang"
M Micallef,Crystal Silk Oil Neroli,neroli
M Micallef,Elegance,"rose, violet, jasmine, tolu balsam, peru balsam, vanilla, peach"
M Micallef,English Garden,"rose, violet, jasmine, geranium, woody notes, musk, black currant, mint, bergamot"
M Micallef,Floral,"african orange flower, raspberry, fig"
M Micallef,Floral No 11,"rose, jasmine, geranium, white musk, woody notes, bergamot, galbanum"
M Micallef,Gardenia,"jasmine, gardenia, amber, vanille"
M Micallef,Gardenia No 41,"gardenia, musk, ambergris, vanilla, jasmine, peach, ylang-ylang"
M Micallef,Golden Melody,"rose, geranium, mandarin orange, petitgrain, lemon, orange, tea"
M Micallef,Imperial Santal,"sandalwood, patchouli, vetiver, musk, balsam fir, bergamot, grapefruit"
M Micallef,Indigo Magie,"cacao pod, hazelnut, ylang-ylang, teak wood, tonka bean, vanilla, amyris, chocolate, patchouli, amaretto, raspberry"
M Micallef,Jewel,"iris, jasmine, geranium, musk, sandalwood, patchouli, vanille, african orange flower, coriander"
M Micallef,Le Parfum Couture,"bulgarian rose, honey, orange blossom, sandalwood, patchouli, white musk, ambergris, tangerine, cinnamon"
M Micallef,Lucky Charm,"jasmine, black currant, plum, musk, beeswax, red currant, mandarin orange, rose, lily-of-the-valley"
M Micallef,Nasreen,"honey, incense, gingerbread, patchouli, agarwood (oud), white musk, rose, saffron"
M Micallef,Neige,"narcissus, iris, jasmine, violet, amber, sandalwood, musk, vanilla, green notes, ylang-ylang, peach"
M Micallef,Night Aoud,"agarwood (oud), sandalwood, patchouli, cedar, vanilla, amber, labdanum, citruses, ylang-ylang, nutmeg, peach"
M Micallef,No 31,"geranium, nutmeg, cedar, vetiver, bergamot, lavender"
M Micallef,No 51,"ylang-ylang, jasmine, black musk, mandarin orange, lemon"
M Micallef,Osa to,"myrtle, marigold, exotic woods, amber, sandalwood, musk, sea notes, grapefruit, citruses"
M Micallef,Patchouli,"patchouli, musk, amber, vanille, labdanum, benzoin, violet leaf"
M Micallef,Pink Flowers,"rose, jasmine, vanilla, sandalwood, patchouli, vetiver"
M Micallef,Pomelos,"jasmine, grapefruit, mandarin orange, lily-of-the-valley, rhuburb, peach blossom"
M Micallef,Pomelos No 21,"lily-of-the-valley, jasmine, musk, cedar, peach, mandarin orange, pomelo, rhubarb"
M Micallef,Pure Extreme,"jasmine, precious woods, amber, white musk, gardenia, rose"
M Micallef,Rose Extreme,"peach, bulgarian rose, iris, carnation, musk, amber, vanilla, sandalwood, rose de mai, apricot"
M Micallef,Royal Amber,"amber, lavender, patchouli, sandalwood, vetiver, moss, musk, tonka bean, vanilla, leather, nutmeg, saffron, spicy notes"
M Micallef,Sevigne,"floral notes, jasmine, tuberose, vanilla"
M Micallef,Shanaan,"cedar, patchouli, incense, amber, labdanum, musk, lemon, petitgrain"
M Micallef,Shanti,"lily, sandalwood, jasmine, white musk, gardenia, rose, ylang-ylang, neroli"
M Micallef,Sous Le Figuier,"jasmine, tea, black currant, fig, floral notes, musk, woodsy notes, coriander, bergamot, fig leaf, peach, fruity notes"
M Micallef,Special Red Edition,"rose, apple, melon, jasmine, musk, sandalwood, agarwood (oud), vanilla, patchouli, barberry, cherry, hawthorn, pink pepper"
M Micallef,Spicy for Him,"patchouli, resin, nutmeg, fir, musk, oak moss, amber, lavender, artemisia, amalfi lemon"
M Micallef,Steel Water,"violet, nutmeg, tarragon, leather, musk, patchouli, lemon, tangerine"
M Micallef,Studio MP2,"lily-of-the-valley, rose, violet, patchouli, musk, caramel, vanilla, peach, melon, plum"
M Micallef,Style,"lavender, jasmine, lily-of-the-valley, sandalwood, patchouli, musk, incense, lemon, nutmeg, cinnamon, cardamom"
M Micallef,Sultan G teau d Or,"kiwi, litchi, popocorn, milk mousse, quince, peach, fig, persimmon, dates, rum, tahitian vanilla, caramel"
M Micallef,The Bride,"moroccan rose, turkish rose, labdanum, styrax, vanilla, bergamot, black currant"
M Micallef,Un Moka,"cacao, whipped cream, spicy notes, hazelnut, caramel, coffee, tonka bean, madagascar vanilla, liquor, coffee blossom, white musk"
M Micallef,Vanille Aoud,"musk, ylang-ylang, benzoin, vanille, bergamot, plum, caramel, agarwood (oud)"
M Micallef,White Flowers,"jasmine, rose, iris, orange blossom, sandalwood, musk, benzoin, cashmeran, tangerine, rose"
M Micallef,1707 Blue,"jasmine, rose, iris, tonka bean, sandalwood, white musk, cassis, bergamot"
M Micallef,1707 Noir,"agarwood (oud), amber, rose"
M Micallef,1707 Or,"rose, agarwood (oud), vanilla, amber"
M Micallef,1707 Pink,"jasmine, rose, geranium, ylang-ylang"
M Micallef,Ananda,"jasmine, ylang-ylang, rose, violet, mimosa, vanille, mimosa, white musk, black currant, plum, pear, lemon"
M Micallef,Ananda Dolce,"almond blossom, white flowers, amber, tonka bean, white musk, almond, peach"
M Micallef,Black,"jasmine, neroli, ylang-ylang, tuberose, powdery notes, benzoin, vanilla, white musk, amalfi lemon, bitter orange, plum"
M Micallef,Art Collection 101,"orange, black currant, lemon, grapefruit, coconut, cedar, tonka bean, musk, vanilla"
M Micallef,Art collection 102,"violet, rose, patchouli, vanilla, star anise, peach, apricot"
M Micallef,Art Collection 103,"caramel, plum, agarwood (oud), vanilla, benzoin, musk, bergamot, cherry, ylang-ylang"
M Micallef,Art collection 201 Man,"lavender, nutmeg, rosemary, coriander, ambergris, woody notes, vetiver, agarwood (oud), oakmoss, bitter orange, bergamot, lemon, orange blossom"
M Micallef,Art collection 202 Man,"patchouli, nutmeg, amber, oakmoss, white musk, oak, lemon, lavender"
M Micallef,Art collection 203 Man,"patchouli, fir, white musk, sandalwood, lemon, grapefruit, bergamot"
M Micallef,Art Collection Celebration Man,"incense, patchouli, cedar, benzoin, amber, lemon, mandarin orange, bergamot"
M Micallef,Art Collection Celebration Woman,"ylang-ylang, jasmine, neroli, sandalwood, patchouli, moss, vanilla, bergamot, grapefruit"
M Micallef,Art Collection Vanille Mandarine,"mandarin orange, vanilla, white musk, cinnamon, whiskey"
M Micallef,Collection Rouge No1,"ylang-ylang, jasmine, rose, white musk, vanilla, benzoin, peach, tangerine"
M Micallef,Collection Rouge No2,"jasmine, violet, orchid, vanilla, labdanum, amber, castoreum, citruses, black currant, nutmeg"
M Micallef,Puzzle No 1,"osmanthus, jasmine, iris, vanilla orchid, tonka bean, guaiac wood, cedar, benzoin, lemon, orange, peach, pink pepper"
M Micallef,Puzzle No 2,"geranium, jasmine, vanilla orchid, white musk, vetiver, patchouli, cashmere wood, grapefruit, black currant"
M Micallef,Aoud 1,"apple, saffron, peach, plum, orange blossom, jasmine, agarwood (oud), sandalwood, vanilla"
M Micallef,Aoud 2,"nutmeg, saffron, rose, leather, musk, woody notes"
M Micallef,Aoud 3,"orange, pink pepper, nutmeg, plum, rose, cinnamon, agarwood (oud), vanilla"
M Micallef,20 Years,"artemisia, orange blossom, jasmine, geranium, patchouli, caramel, vanilla, precious woods, white musk, bergamot, exotic fruits, white rose, nutmeg"
M Micallef,Aoud,"saffron, nutmeg, sandalwood, cinnamon, agarwood (oud), patchouli, honey, rose"
M Micallef,Avant Garde,"tobacco, cacao, incense, tonka bean, russian leather, ambergris, citruses, grapefruit, bergamot"
M Micallef,Emir,"white pepper, geranium, sage, agarwood (oud), patchouli, cedar, musk, grapefruit, orange"
M Micallef,Gaiac,"jasmine, cloves, guaiac wood, amber, vetiver, vanilla, bergamot"
M Micallef,Royal Rose Aoud,"rose, agarwood (oud), patchouli, sandalwood, white musk, black currant, saffron"
M Micallef,Royal Vintage,"cypress, leather, patchouli, musk, bergamot, pink pepper"
M Micallef,Watch,"jasmine, tuberose, neroli, ylang-ylang, white musk, vanilla, mandarin orange, peach, plum"
M Micallef,Jewel for Him,"vetiver, patchouli, virginia cedar, musk, benzoin, incense, moss, bergamot, grapefruit, pink pepper, pepper, cardamom"
M Micallef,M Micallef,"jasmine, rose, ylang-ylang, musk, patchouli, vanille, cardamom, coriander, bergamot"
M Micallef,Royal Muska,"musk, precious woods, ylang-ylang, musk, benzoin, raspberry, peach, turkish rose"
M Micallef,Ylang in Gold,"ylang-ylang, rose, sandalwood, lily-of-the-valley, magnolia, mint, vanille, coconut, oakmoss, musk, peach, litchi, fruity notes, tangerine, geranium, sage, rosemary, artemisia, bitter orange"
M Micallef,Vanille Cuir,"cinnamon, caraway, orange blossom, vanilla, suede, tonka bean, cedar, sandalwood, bergamot, lavender, mint"
M Micallef,Vanille Fleur,"floral notes, vanilla, peach, rose"
M Micallef,Vanille Marine,"vanilla, white flowers, sea water, benzoin, musk, woody notes, lemon, black currant"
M Micallef,Vanille Orient,"sandalwood, orchid, musk, amber, vanilla"
M Micallef,Les 4 Saisons Automne,"saffron, nutmeg, caraway, sandalwood, patchouli, vanille, bergamot, red berries"
M Micallef,Les 4 Saisons Black Sea,"saffron, clove, cinnamon, lily-of-the-valley, floral notes, sandalwood, virginia cedar, amber, incense, vanille, spices, cypress, guaiac wood"
M Micallef,Les 4 Saisons Ete,"jasmine, neroli, pomegranate, musk, patchouli, vanille, amalfi lemon, tangerine, peach"
M Micallef,Les 4 Saisons Hiver,"iris, jasmine, ylang-ylang, cinnamon, musk, sandalwood, virginia cedar, almond, vanilla, neroli, amalfi lemon, orange"
M Micallef,Les 4 Saisons Printemps,"rose, raspberry, black currant, musk, vanille, guaiac wood, sandalwood, cedar, bergamot, pear"
M Micallef,Les 4 Saisons Red Sea,"rose, iris, cinnamon, spicy notes, cloves, sandalwood, musk, woody notes, neroli, floral notes"
M Micallef,Les 4 Saisons White Sea,"geranium, patchouli, musk, iris, amber, lavender, rosemary, bergamot, amalfi lemon"
M Micallef,Les 4 Saisons Yellow Sea,"patchouli, virginia cedar, incense, amber, benzoin, castoreum, bergamot, lime, tangerine"
M Micallef,Note Ambree,"jasmine, ylang-ylang, rose, iris, amber, bergamot, watercress"
M Micallef,Note Poudree,"jasmine, rose, amber, patchouli, vanilla, cedar, peach"
M Micallef,Note Vanillee,"jasmine, floral notes, sandalwood, amber, vanilla, rum, cognac, mandarin orange, citruses"
M Micallef,Mon Parfum,"vetyver, vanille, passionfruit, musk, patchouli, caramel, african orange flower, mandarin orange"
M Micallef,Mon Parfum Cristal,"bulgarian rose, madagascar vanilla, toffee, musk, amber, pink pepper, cinnamon"
M Micallef,Mon Parfum Gold,"rose, ylang-ylang, woody notes, amber, incense"
M Micallef,Sashka,"rose, ylang-ylang, jasmine, violet, sandalwood, musk, vetiver, bergamot, peach, pineapple"
M Micallef,Sashka Gold,"jasmine, lily, rose, ylang-ylang, vanilla, musk, coconut, mint, peach, thyme, pink pepper"
M Micallef,Sashka Green,"nutmeg, rose, jasmine, lily-of-the-valley, musk, apple, pear"
M Micallef,Sashka Man,"pepper, paprika, nutmeg, artemisia, vetiver, patchouli, musk, amber, oakmoss, fir, lemon, mandarin orange, lavender, rosemary"
M Micallef,Sashka Sun,"freesia, lily, rose, violet, white musk, mirabelle, orange, peach, black currant"
M Micallef,Delice,"plum, cinnamon, rose, vanilla, agarwood (oud), nutmeg, orange, bay leaf"
M Micallef,Glamour,"jasmine, rose, plum, cashmere wood, sandalwood, white musk, vanilla, nutmeg, apple, peach, cinnamon, saffron"
M Micallef,Sensual,"orange blossom, jasmine, musk, sandalwood, vanilla, galbanum, nutmeg, lemon, graperfuit"
Mad et Len,Al Khmisset,"mint, orange blossom, sandalwood"
Mad et Len,Black Uddu,"resins, leather, violet, musk, woody notes, amber, vetiver"
Mad et Len,Eau De Fleur d Oranger,african orange flower
Mad et Len,Graphite,"paper, ink, pine, musk, camphor, leather"
Mad et Len,Humus,"oakmoss, boletus edulis, pebbles, pine tree, vetiver, violet"
Mad et Len,No 111 Noix de Muscade,"coriander, bay leaf, nutmeg, black pepper, leather"
Mad et Len,No 33 Lotus Citron Vert,"bergamot, lime, rose hip, lotus, green notes, musk"
Mad et Len,No 5 Vetyver,vetiver
Mad et Len,No 55 Bois de Sycomore,"benzoin, patchouli, spicy notes, sycamore"
Mad et Len,No 77 Figue Orange,"sandalwood, green notes, fruity notes, fig, orange blossom, woody notes"
Mad et Len,No 88 Lavande Bleue,"green notes, lavender"
Mad et Len,No 99 Cuir de Russie,"jasmine, orange blossom, neroli, green notes, musk, resins, russian leather, birch, bitter orange, incense"
Mad et Len,No II Ecorce,woody notes
Mad et Len,No III Chene Violette,"oak, violet"
Mad et Len,No III Jonquille,narcissus
Mad et Len,No IV Violette,violet
Mad et Len,No IX Patchouli Rose,"patchouli, rose"
Mad et Len,No V Heliotrope Messerschmidia Argentea,"violet, almond, amber, blackberry, heliotrope"
Mad et Len,No VI Bourbon Vanille,vanilla
Mad et Len,No XI Dahlia Blanc,"orange, neroli, white rose, lemon blossom, bergamot, dahlia"
Mad et Len,No XII Santalum,sandalwood
Mad et Len,No XIII Poivre Sichuan,"citruses, amalfi lemon, pepper, woodsy notes, tea"
Mad et Len,No XIV Ambre,"rose, iris, labdanum, vanilla flower, tonka bean, amber, ginger, guaiac wood, patchouli, labdanum, mandarin orange, orange, grapefruit"
Mad et Len,No XIX Terre Noire,"soil tincture, spicy notes, woody notes"
Mad et Len,No XLIII Encens,incense
Mad et Len,No XV Pink Tubereuse,"tuberose, rose, ylang-ylang"
Mad et Len,No XV Tubereuse,tuberose
Mad et Len,No XVIII Rose Carmin,"spicy notes, rose, pepper, floral notes"
Mad et Len,No XX Fer Blanc,"metallic notes, ginger, spicy notes"
Mad et Len,No XXI Spirituelle,"cassis, black currant"
Mad et Len,No XXII Black Afghan,"leather, musk, resins, woody notes"
Mad et Len,No XXIV Laudanum,"woody notes, floral notes, incense, labdanum"
Mad et Len,No XXIX Davanah,"artemisia, fruity notes, woody notes, hay"
Mad et Len,No XXV Red Musc,musk
Mad et Len,OI Acajou Khaya Senegalensis,"resins, woody notes, benzoin"
Mad et Len,Paname,"hay, grass, spicy notes, tobacco, leather, suede"
Mad et Len,Sed Non Satiata,"tuberose, musk, patchouli, honey, myrrh"
Madeleine Vionnet,Madeleine Vionnet,"peach blossom, tuberose, osmanthus, ylang-ylang, rose, sandalwood, amber, musk, cedar, myrrh, "
Madeleine Vionnet,MV,"jasmine, freesia, orris root, peony, musk, sandalwood, oakmoss, virginia cedar, benzoin, vanille, yuzu, cassis, passionfruit, papaya"
Madeleine Vionnet,MV Green,"floral notes, water notes, woody notes, powdery notes"
Maison Francis Kurkdjian,754,"lily-of-the-valley, sweet pea, freesia, sandalwood, white musk, lemon"
Maison Francis Kurkdjian,A La Rose,"turkey red rose, damask rose, violet, flowers, cedar, bergamot, lemon, orange"
Maison Francis Kurkdjian,Absolue Pour le Matin,"iris, neroli, amber, bergamot, amalfi lemon, thyme, violet, lavender"
Maison Francis Kurkdjian,Absolue Pour le Soir,"ylang-ylang, sandalwood, virginia cedar, incense, benzoin, rose, caraway, white honey"
Maison Francis Kurkdjian,Allegria,"bergamot, lemon, lily-of-the-valley, hyacinth, ylang-ylang, violet, jasmine, pear, amber"
Maison Francis Kurkdjian,Amyris Femme,"amyris, iris, vetiver, agarwood (oud), lemon leaf, orange leaf"
Maison Francis Kurkdjian,Amyris Homme,"amyris, coconut, coffee, iris, milk chocolate, tonka bean, agarwood (oud), rosemary, mandarin orange"
Maison Francis Kurkdjian,APOM Pour Femme,"african orange flower, ylang-ylang, virginia cedar"
Maison Francis Kurkdjian,APOM Pour Femme Elixir,"ylang-ylang, jasmine, cedar, tonka bean, vanilla, orange blossom"
Maison Francis Kurkdjian,APOM Pour Homme,"african orange flower, virginia cedar, amber"
Maison Francis Kurkdjian,Aqua Celestia,"lime, mint, black currant, mimosa, musk"
